InternetService,Multiple,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Tenure,MonthlyCharge,Bandwidth_GB_Year
1,1,0,0,0,1,0,8.33313057,172.8906705,1187.7101619999999
0,1,1,1,0,1,1,34.49885764604514,256.7314394,1968.75769
1,1,0,0,0,1,0,34.49885764604514,169.7902452,2146.8336289999997
1,0,1,1,0,1,0,9.061231377,171.50870859999998,1172.004801
1,1,0,0,0,1,0,2.402086724,172.02290180000003,561.6005723999999
0,0,1,0,0,1,0,12.85482983,140.7372779,1918.3333460000001
2,1,0,0,0,1,1,5.43048805,206.4099444,3398.8427520151345
1,0,0,1,0,0,0,5.267919696,124.6065578,592.6545248
1,0,1,0,0,0,1,34.49885764604514,170.0541782,3398.8427520151345
1,0,0,0,0,0,1,34.49885764604514,150.7331524,967.4628508
0,0,0,1,1,0,0,2.499923107,119.28653840000001,843.6406855
1,1,0,1,0,1,0,8.084288828,183.72131819999998,1315.312803
2,0,0,1,0,0,0,7.9782889820000005,122.39172990000002,832.6385650000001
1,1,0,0,1,1,1,11.61721135,253.8096639,1671.56323
2,0,1,0,1,0,0,26.27060898,114.4385012,2405.424259
1,0,0,1,0,1,1,9.881596612000001,219.87389080000003,3398.8427520151345
0,1,1,1,0,0,1,34.49885764604514,194.8837124,1345.940597
1,0,0,0,0,1,0,14.86710597,137.3730406,1415.406657
2,0,0,1,1,1,1,12.47886652,200.2680052,1558.262612
1,0,0,1,0,0,1,2.958574712,163.4743332,531.0770713000001
0,0,1,0,1,0,0,9.955485827999999,130.2917602,1557.295826
0,1,0,0,0,1,0,17.08264031,150.9192969,2160.951234
1,1,0,0,1,0,1,12.12822663,194.57557260000002,1464.7524970000002
0,1,0,1,1,0,0,9.832835000000001,153.09155090000002,1583.398883
1,1,0,0,0,1,1,3.73740116,240.11065519999997,1010.521133
0,1,1,0,0,0,0,4.791566404,146.9526415,1085.9792419999999
1,1,0,1,0,0,1,22.04121706,192.4134175,2261.1795859999997
0,0,0,1,0,0,0,6.863919949,103.88822370000001,1128.042592
1,1,1,0,0,1,0,5.855847442999999,191.8472589,768.3006696
2,0,0,1,0,1,0,3.744206708,117.66665309999999,978.3026986
0,1,0,0,0,1,0,7.809364395,152.09689840000001,1572.6310839999999
1,0,1,0,0,1,1,30.17780148,228.84785899999997,2978.2080920000003
0,1,0,1,0,0,1,5.661620031,173.7876271,3398.8427520151345
0,1,0,1,0,1,1,34.49885764604514,231.2627818,3398.8427520151345
1,1,1,1,0,0,1,6.818283023999999,217.8146914,1280.44084
0,0,1,1,0,0,1,10.48148555,165.90300919999999,1679.9247269999998
1,1,0,1,1,0,0,5.459488895,172.96030149999999,773.1752584
2,1,1,0,0,1,0,6.363764206,159.96786630000003,845.9832801000001
2,0,1,0,1,1,0,12.03581919,140.2706982,3398.8427520151345
0,0,0,0,0,0,1,11.07942887,129.0747223,1522.4822470000001
1,1,0,0,0,1,1,34.49885764604514,240.2370389,1571.238893
1,1,1,0,0,0,1,18.38099848,203.0252119,1943.652184
0,0,0,1,0,0,0,11.87277727,108.33396450000001,3398.8427520151345
2,1,1,1,0,1,0,8.18290701,172.8201719,1178.3723619999998
2,1,0,0,0,1,0,6.765777092,137.1366431,978.9249944000001
0,0,1,0,0,1,0,12.31839425,140.1982572,3398.8427520151345
0,1,0,1,0,1,1,34.49885764604514,233.22036659999998,1366.649837
1,0,1,0,1,1,0,6.232729856000001,172.4461081,912.4311552000001
1,0,1,0,1,1,1,4.252913386,243.90580719999997,995.5630984
2,1,0,0,0,1,1,10.9995227,219.3380142,1794.594938
2,1,0,1,0,0,1,7.831744331,160.7546142,1016.1970699999999
2,1,1,0,1,1,0,8.944195156000001,175.8525138,1231.728594
1,1,0,1,0,1,1,19.72758002,253.097938,2426.091797
2,0,1,0,0,1,1,5.003409228,197.74521940000002,1106.910603
0,1,0,1,1,1,0,11.53173987,175.7043909,1840.7677019999999
1,1,0,0,0,1,1,14.29414131,243.3940935,1838.646452
1,1,0,0,0,1,0,28.28911217,180.7303087,2461.030222
0,0,0,0,1,0,0,27.98864634,104.2345291,2679.7752649999998
1,0,0,0,0,1,1,15.2108962,209.70718730000002,3398.8427520151345
0,0,0,0,0,0,0,1.577214665,93.76370159999999,575.972228
1,0,1,0,0,0,0,16.85088273,137.1654399,1661.330631
1,0,1,0,1,1,0,34.49885764604514,172.16017659999997,1770.955679
0,0,1,1,1,1,1,8.275831597,236.42729559999998,2019.2134350000001
1,1,1,0,1,1,0,1.789614263,207.5164655,568.2599017000001
1,0,0,1,0,0,1,5.943865032000001,159.86280469999997,1039.2860449999998
1,1,1,0,0,1,0,11.42549935,192.57477659999998,1452.597026
1,1,1,0,1,1,1,29.35794932,277.6687165,3398.8427520151345
0,1,0,0,0,1,0,3.5436645139999996,151.40761730000003,1121.8490689999999
1,0,0,1,0,1,1,1.754530023,222.3055134,713.7053321000001
0,0,1,0,0,0,1,19.87068911,149.4503584,2472.105638
2,0,0,1,1,1,1,9.637159013,203.2423018,1639.666431
1,1,1,0,1,1,1,7.65821751,276.03428310000004,1417.62647
1,1,0,0,0,1,1,34.49885764604514,243.4112937,809.8918631
1,0,0,0,0,1,0,8.353797579,139.27914040000002,1117.452708
1,0,1,1,1,1,1,9.370169515,256.3504548,1428.317482
2,0,0,1,0,0,1,3.3624607689999997,129.2413064,3398.8427520151345
0,1,1,0,1,1,0,34.49885764604514,185.60864019999997,1566.320356
0,0,0,1,0,0,0,2.43236585,106.4334257,688.0396207
2,0,0,0,0,1,0,4.0440681739999995,103.42384179999999,694.3512691000001
1,0,0,1,0,0,0,13.1739076,127.09144270000002,3398.8427520151345
1,0,0,1,1,1,1,1.375567117,233.4630395,840.8676674000001
0,0,0,0,1,1,1,24.34252164,203.0695366,3276.40737
0,0,1,1,0,1,1,2.301375788,224.0868898,1408.8987789999999
0,0,0,0,0,0,0,16.64818407,92.12142672,1923.2854579999998
0,0,1,0,0,0,1,4.564095883999999,151.3948416,1113.4047150000001
0,0,0,0,1,1,0,5.297269922,132.37008799999998,1326.549878
0,0,1,0,0,1,1,5.0994540310000005,213.0407994,1362.860416
1,0,0,1,0,0,0,6.039549859,125.9673348,685.3879681
0,1,0,0,0,0,0,34.49885764604514,123.247161,3398.8427520151345
1,1,0,0,0,0,0,21.61866846,145.4624133,1871.7066120000002
1,0,0,1,0,1,1,15.51193815,222.3459838,2196.073405
2,0,0,0,0,1,0,1.319200696,108.5305443,646.5215872
1,1,0,1,0,0,0,8.666469705,160.0759688,1094.644005
1,0,0,1,1,1,1,2.7486517719999997,233.71112889999998,3398.8427520151345
1,1,0,0,0,1,1,2.830634895,239.4997818,753.4677251
0,1,1,0,1,1,0,5.423869196,185.6600611,1179.3818019999999
0,1,0,0,0,1,1,12.09638185,222.27660759999998,2028.886621
0,0,1,0,0,0,0,7.117565292999999,116.5345456,1133.237154
1,0,1,0,0,1,0,6.575241688999999,158.22817859999998,727.0646246
1,1,1,0,0,1,1,9.951059122,262.1339982,1539.085061
1,0,0,0,0,1,1,7.890162812000001,209.08021730000002,1291.871722
2,1,0,0,0,0,1,1.230987375,148.91790459999999,394.202773
0,1,0,1,1,1,1,1.650983937,247.6237827,1328.4833119999998
0,1,1,1,1,1,0,5.237872728999999,197.91417980000003,1249.287563
1,1,0,1,0,0,1,17.1355551,194.387219,1693.253857
0,0,1,0,1,0,1,3.708393705,162.6031024,883.6816755000001
2,0,1,0,0,1,1,5.582839326,201.2350666,1146.224262
2,0,0,0,0,0,1,16.02992173,117.46123899999999,1806.59355
0,1,1,1,0,0,1,3.523461405,197.6519517,1173.915894
2,0,0,0,0,0,1,7.535728902000001,144.1542981,965.7588051000001
2,1,1,0,1,1,0,34.49885764604514,172.5030499,1175.631327
2,0,0,0,0,0,1,30.76980216,117.5020753,2744.394944
0,0,0,1,0,1,1,12.43720599,201.3666969,1980.207923
2,1,1,1,0,1,1,6.739404805,245.91769019999998,3398.8427520151345
1,0,0,0,0,1,1,3.383777537,207.95019969999998,762.0564475
1,0,0,0,0,1,0,4.632153099999999,138.0537082,945.5166207999998
1,0,0,1,0,0,0,1.9006708769999998,125.09840679999999,516.253628
2,1,0,0,1,1,1,6.074592214,219.84411740000002,1197.913731
1,0,1,0,0,0,0,16.04075234,132.9594749,3398.8427520151345
1,1,1,0,0,0,1,21.58351801,202.9285602,1988.072662
1,0,1,0,0,1,0,10.469769300000001,160.50144450000002,1341.803325
0,1,1,0,0,0,1,11.00763586,185.1375125,1835.3017690000001
0,1,1,0,0,0,1,17.55138017,194.82295380000002,2484.2056780000003
0,1,1,0,0,1,0,7.6752177679999996,176.0928997,1515.545459
0,1,0,0,0,1,1,8.907100551000001,222.909243,1641.698648
1,1,0,1,0,1,0,4.275018982,184.96691850000002,3398.8427520151345
0,0,0,1,1,0,0,4.836003777,117.51656200000001,786.6024394
0,0,0,0,0,0,0,7.109946517999999,106.97840120000001,3398.8427520151345
0,1,0,0,0,0,1,17.98438034,160.49941840000002,2197.871959
0,0,0,1,1,1,1,2.9188257039999996,213.33256749999998,3398.8427520151345
0,1,0,0,1,1,0,34.49885764604514,161.9809886,805.2602253
1,1,1,0,0,0,0,2.201845475,165.56984540000002,482.1944216
0,1,0,1,0,0,0,4.418468235,137.5721625,985.5470101
2,0,0,0,1,0,1,4.79897743,126.95536070000001,746.7953574000001
1,0,1,1,0,1,1,14.16869641,245.074664,2031.234186
0,0,1,0,0,0,0,4.927273468,114.6122197,1075.114258
0,1,0,0,0,0,0,34.49885764604514,125.3061973,1469.569398
1,0,0,1,1,0,1,4.028151739,172.9298179,558.7166007000001
0,1,0,1,1,1,1,26.74208979,273.35076960000004,3121.880615
0,1,0,1,0,0,0,4.029419334,136.51956819999998,1244.250467
0,0,0,0,1,1,1,19.68548958,201.2568115,2766.730566
1,1,0,0,0,0,1,6.173819513,192.94287769999997,841.3922748
1,0,1,0,0,0,0,3.9907155380000003,135.20077680000003,411.6028202
2,1,1,0,1,1,0,11.90633605,200.2155156,1495.042007
1,1,1,0,0,1,1,7.394788256,265.9691755,1449.160419
0,0,0,0,0,0,0,1.445549441,104.86010390000001,869.1995017
1,0,0,0,0,0,0,8.696181227,111.54228789999999,737.6363932999999
1,1,1,1,1,0,0,6.840971777999999,195.5759405,919.5165157
2,1,1,0,0,0,0,20.43585137,135.1316188,3398.8427520151345
2,1,1,1,1,1,0,2.707118641,187.1611976,885.2339594
0,0,0,0,0,0,0,6.280617425,91.72974712,1106.403216
1,1,1,0,1,0,1,7.458443411,216.4595474,931.3751447999999
0,1,0,1,0,1,1,4.465591646,233.06880980000003,1463.186559
2,1,0,0,1,0,1,12.63821763,159.0533373,3398.8427520151345
1,1,0,1,0,1,0,13.14985671,182.15231540000002,1515.763354
0,0,1,1,0,1,1,25.69630523,225.8796713,3298.322775
1,0,1,0,1,0,0,3.08966257,181.1298584,634.9659165
1,1,0,0,0,0,0,7.943839584,145.92851069999998,610.2392527000001
0,0,0,1,0,0,0,13.31739361,117.20527609999999,1606.689609
0,1,0,1,0,1,0,10.5765425,161.21037330000001,1792.965757
0,1,1,0,0,0,1,10.37052081,212.56514500000003,1772.190486
0,1,1,0,0,0,0,3.478065032,147.75112769999998,889.8305751
0,1,0,0,1,0,1,10.36313135,172.8591596,1685.196727
1,1,0,0,0,1,1,10.26899571,242.1082543,1620.308367
2,0,1,1,0,1,0,9.526371207999999,140.1125394,1297.915797
0,0,0,1,0,1,0,10.39420716,130.3807845,1776.7552289999999
0,0,0,0,0,1,1,10.32825337,188.7956886,1683.120743
1,0,1,1,0,1,1,13.85764529,242.0265955,1946.9372640000001
0,1,1,0,0,1,0,4.338536124,173.55551069999999,1230.940963
2,0,1,0,0,0,1,8.49286732,139.36491940000002,1013.2664980000001
0,1,1,1,0,1,0,2.649474346,185.444676,1164.5742480000001
1,0,0,0,1,1,1,18.5303046,220.0315935,2157.6699120000003
0,0,1,1,1,1,1,4.970731359,236.5201434,1450.54664
1,0,0,0,1,0,0,2.4934342000000003,128.75200279999999,249.3579815
1,0,1,1,1,0,0,25.26752201,160.77483999999998,2351.365618
2,0,0,1,1,1,0,3.020800743,129.7976447,590.380115
1,1,1,0,0,1,0,4.905017786,192.77945,782.6217803
1,0,1,0,0,0,1,1.198203116,169.38769680000001,276.57776060000003
1,0,0,0,0,1,1,1.366478277,209.6869789,634.6246024000001
0,1,1,1,1,0,1,8.492902362,208.03862819999998,1653.756383
0,0,1,1,0,0,0,5.262829587,128.98413190000002,3398.8427520151345
0,1,0,1,0,0,1,2.7346685689999997,175.3335961,1228.5527
2,1,0,1,1,0,1,34.49885764604514,172.50507869999998,1151.9729630000002
2,0,1,0,1,0,1,12.02080766,150.9668416,3398.8427520151345
0,0,0,0,0,1,1,2.548891721,190.2977139,1236.080387
0,1,1,0,0,0,0,3.4598805230000003,150.2512268,3398.8427520151345
1,1,1,1,0,0,0,4.674085121,182.5686481,745.4775132
1,1,0,1,0,0,1,27.7322473,192.30676730000002,2588.510628
0,1,1,0,0,0,1,34.49885764604514,181.8743361,2128.992056
0,0,1,0,0,1,0,3.3745652980000003,140.3274811,906.5332012
1,1,0,0,0,0,1,6.791155966,179.9955673,797.3327965
0,0,0,0,0,0,1,1.703798594,158.1672804,744.427424
2,0,1,0,0,0,0,34.49885764604514,101.5636087,534.4791223
1,1,0,1,0,1,1,1.4945997530000001,256.184117,1004.7701109999999
2,0,0,0,1,0,1,34.49885764604514,129.6956828,1398.226038
1,1,0,0,0,1,0,12.85929072,170.0757345,1303.045672
1,0,0,0,0,1,0,12.72079094,136.38219469999999,1388.7860449999998
2,0,0,0,1,0,1,4.066925248,130.1425452,590.2497674
1,0,0,0,0,1,1,19.98032862,207.4577267,2261.0457
1,1,0,1,0,1,0,11.5397705,182.046177,3398.8427520151345
2,0,0,0,1,0,1,4.719730523,127.0764564,626.8266819
1,1,1,0,0,1,1,10.77918354,262.7897253,1658.6732240000001
1,0,0,1,1,1,1,7.667370756,237.37686780000004,1345.8438119999998
1,1,1,1,0,1,1,25.32557626,277.5229,2914.993204
0,1,1,0,0,1,1,16.30451153,246.11029950000002,3398.8427520151345
0,0,0,1,0,0,1,7.803129791,141.36097,1652.589596
2,0,1,0,0,1,1,7.9443885860000005,211.82073959999997,1237.129631
0,0,0,1,0,0,1,34.49885764604514,140.1984876,1002.7531439999999
0,0,1,1,1,1,1,6.403857449,235.73424100000003,1588.073926
1,1,0,0,0,1,1,15.88922624,241.80305479999998,2018.432674
0,0,1,1,0,1,0,10.91296329,153.0539496,1586.408716
0,1,1,1,1,1,1,16.16886069,269.6406259,3398.8427520151345
2,0,0,0,0,0,1,6.542299166,125.99758229999999,785.7678294
0,0,0,0,0,0,0,17.66746714,92.41988485,1966.502807
1,0,0,1,0,0,1,5.638729542,159.951309,843.9673513
1,1,1,0,0,0,0,34.49885764604514,167.1570446,1067.709253
1,1,1,1,1,1,0,4.58294061,220.5081699,921.6285886
1,1,0,0,0,1,1,7.755990908999999,243.5257471,1177.660151
1,1,0,0,1,0,0,9.557095658,157.9210396,1067.6509210000002
1,0,1,0,1,0,0,5.219974409,150.6770642,570.5832494
1,1,0,0,0,1,0,18.13801728,172.4505544,1791.9532980000001
1,0,1,1,1,1,1,3.935133866,255.0414275,1151.849425
2,1,1,1,1,0,1,9.049864515,193.93533440000002,1217.367061
0,0,1,1,1,1,0,5.596602477,164.17984919999998,1465.141784
0,0,0,1,0,0,0,3.90837087,104.5194632,3398.8427520151345
0,0,1,1,0,1,0,1.7394486530000002,180.9139102,949.5030178999999
1,1,1,0,0,1,0,6.0027435879999995,193.69285180000003,968.2908707
1,0,1,0,0,1,0,24.42176426,161.33168830000002,2471.127552
1,1,0,1,0,0,0,34.49885764604514,159.4382559,499.72417029999997
2,0,1,1,0,0,0,3.180149327,115.38706429999999,553.4713761
0,1,1,1,0,0,0,6.981941081,159.5876171,1403.290023
0,0,1,0,0,1,1,14.78569684,208.9900484,2230.867361
0,1,1,0,0,1,0,34.49885764604514,174.8197993,1511.485403
1,0,1,0,0,1,1,8.079294311,247.12025319999998,1403.556394
1,1,0,1,1,1,1,34.49885764604514,264.60328730000003,1523.2072349999999
2,0,0,1,0,0,0,7.409148718,93.12189491,3398.8427520151345
1,0,1,0,0,0,1,5.111421227,170.89317749999998,655.4787828999999
0,1,0,1,1,1,1,4.770815422,243.21546439999997,1550.381641
1,1,1,0,0,0,1,2.654589557,201.3867415,479.14970470000003
0,0,1,1,0,1,1,13.71891459,252.6490628,2259.182707
1,1,0,1,1,1,0,12.69435246,194.8667589,1444.6968160000001
2,0,0,0,0,1,0,6.324505466000001,104.75270359999999,842.4625146
0,0,0,1,1,0,0,14.80965133,117.61976840000001,1844.034359
0,0,0,0,0,1,0,13.820604699999999,119.9983588,2020.782911
0,1,0,1,1,1,1,2.130945627,244.6134528,1147.794876
1,1,0,0,0,0,1,5.88514799,178.0913436,635.2980162
2,1,1,1,0,1,1,12.77209444,243.60573870000002,1642.269113
2,1,1,1,1,0,0,3.112447215,158.9925692,560.0748491
0,1,1,0,1,1,1,34.49885764604514,257.8415554,1799.8825769999999
0,0,0,1,1,0,1,7.367805677000001,154.2808539,1515.049953
1,1,1,1,0,1,0,21.08084457,208.1143281,3398.8427520151345
1,0,1,0,0,0,0,13.15231915,134.9128371,1201.308416
0,1,0,0,0,0,0,1.270546022,124.0392695,3398.8427520151345
0,0,1,1,1,1,0,16.56118054,169.8078645,2281.384323
2,0,0,1,0,1,1,12.21802473,215.4294523,1749.3848460000002
2,0,1,0,0,0,1,6.13769185,139.8852368,767.624909
1,0,0,1,0,0,1,34.49885764604514,158.9579075,1557.64411
2,1,1,1,0,1,0,7.458098555,173.1796166,1065.848768
1,0,0,0,1,1,0,1.397042331,149.4958016,295.9085258
0,1,1,0,0,1,1,14.983862300000002,258.8262126,2446.1879879999997
0,0,0,0,1,0,0,19.75809346,103.585391,2006.106282
2,0,0,1,1,1,0,12.27216786,131.621903,1498.4768900000001
0,1,1,0,1,1,1,9.232859748,254.290586,1903.763394
2,1,0,0,0,1,1,2.497433734,234.87974309999998,739.280489
2,0,1,0,0,1,1,15.91251411,195.6152873,1883.9011449999998
0,0,1,1,0,0,0,34.49885764604514,127.94261100000001,1190.326671
0,0,1,1,0,0,0,3.9995404760000004,126.56989399999999,837.2390946
1,1,1,0,0,0,1,8.133190658,205.023908,1158.2234130000002
0,1,0,1,1,1,1,8.970035276,246.4169544,1760.757293
0,1,0,1,1,0,0,1.5895345580000002,149.969891,711.8524934
0,0,0,1,1,0,1,34.49885764604514,153.68851,3398.8427520151345
1,1,0,1,1,1,0,4.244853524,195.3248299,829.6494763
1,1,1,1,0,0,1,18.65136506,219.0564289,1904.8889010000003
2,0,0,1,1,0,0,3.3992810810000003,107.6577288,3398.8427520151345
2,0,1,1,0,0,0,9.594745637,117.08570759999999,1183.953112
1,0,0,1,1,1,0,3.199681827,163.47123919999999,465.629346
1,0,1,0,0,1,0,13.24051564,162.2051407,1389.232023
2,1,0,0,1,1,0,9.58453562,150.60431359999998,3398.8427520151345
1,0,0,1,0,1,1,1.135160694,220.27658340000002,731.9309009
2,1,0,1,0,1,1,1.8352818380000002,222.82889849999998,1040.201495
1,0,1,1,0,1,0,14.76537888,171.4405201,1686.4442179999999
1,1,1,1,0,0,0,14.95974611,196.4396981,1646.32071
1,0,1,0,0,1,0,8.487325875,163.8508074,1181.038508
0,0,1,0,0,0,1,16.25255989,152.4139942,2148.6572579999997
0,0,1,0,0,1,0,17.40280443,140.8797456,2221.1856329999996
1,0,1,0,1,0,1,5.850282987999999,179.97035359999998,995.3738841
0,1,0,1,1,0,1,20.43276934,185.6556094,2441.738277
0,1,1,1,1,1,0,2.7632238339999997,198.4336589,1151.98874
1,1,0,1,1,1,1,15.73242872,263.2889909,2212.360308
0,1,0,0,0,0,1,1.482473876,159.47804440000002,822.7908952
1,1,0,0,1,0,0,3.437501904,156.59092180000002,419.4107069
0,0,0,1,0,0,1,17.20501952,140.1177331,3398.8427520151345
2,1,0,0,1,0,0,34.49885764604514,123.18256909999998,3398.8427520151345
1,1,0,0,0,0,0,2.225465222,144.84546,488.64626669999996
1,0,1,0,1,1,0,2.47794468,170.6831872,612.0541917
2,1,1,1,0,0,0,9.258480299,149.7875208,1149.144476
1,0,1,0,0,0,1,20.14175907,171.09455490000002,1982.143037
1,0,0,0,1,1,1,11.14615435,221.46841459999996,1317.291468
1,0,0,0,0,0,0,34.49885764604514,127.4944233,315.1395676
0,0,1,0,0,0,1,34.49885764604514,164.5107171,3398.8427520151345
2,1,0,0,0,0,1,2.7340567510000002,149.18368669999998,639.7154381
2,0,1,1,0,1,1,10.17575803,210.75807969999997,1473.485303
0,0,1,1,1,0,1,1.582585161,173.29033959999998,950.7410569
1,0,0,1,1,1,1,9.383289525,235.29714790000003,1542.3033
1,0,0,1,0,1,1,10.85537013,222.4501329,1446.937317
0,1,0,0,0,1,1,7.400768857999999,220.7740849,1553.818731
0,1,0,0,1,0,0,6.843360466,136.0946677,1184.3358269999999
1,0,1,0,1,1,1,3.2904311,243.61927769999997,1045.4359880000002
1,1,1,1,1,0,0,14.59540686,191.92246719999997,1493.681751
0,1,0,1,0,0,1,8.882682303,171.2287249,1531.239282
0,0,0,1,1,1,0,23.16242058,143.2106214,2698.307074
1,0,0,0,1,1,0,2.590676925,150.34029650000002,325.58574849999997
2,1,0,1,0,0,1,5.59355982,160.034953,867.3610228
0,1,0,0,0,1,1,9.933522712,221.0168133,1853.873709
0,0,0,0,1,0,0,2.9925887419999997,102.9287777,812.2973605000001
1,1,1,1,0,0,0,19.57075168,180.56621919999998,1939.0976670000002
2,0,0,1,0,0,1,16.68618331,126.37591,1617.794287
0,0,0,0,0,0,1,7.749594664,130.6234828,1253.992994
1,0,0,0,0,1,0,9.713544404,136.7778524,1103.759867
2,1,1,1,0,0,0,9.288851322000001,148.301755,896.3040050000001
0,0,1,0,0,1,0,14.21142685,140.27044019999997,1813.71251
0,1,0,0,1,0,1,12.26499497,171.6416879,1757.4683850000001
1,0,0,0,0,0,0,2.0964108219999997,114.6759744,293.01746069999996
1,1,1,1,0,1,0,34.49885764604514,205.8917851,1849.738644
0,0,0,0,1,0,0,9.388962476,108.46345159999998,1262.469988
1,0,0,1,1,0,1,2.061636209,174.5202525,598.858359
1,1,1,0,0,0,0,2.68706193,178.69256430000002,490.2102038
1,1,0,0,1,1,1,1.8540114419999998,252.2061588,881.9915618999999
0,0,1,0,0,0,0,6.233176946,115.3987636,988.8476688
0,0,1,1,0,1,1,11.36937894,224.7277176,3398.8427520151345
0,1,1,1,0,0,0,5.533287951,164.2091698,1400.182241
0,0,1,0,0,1,1,10.18679101,208.2798226,1923.4465010000001
2,0,0,1,0,1,1,5.857543657000001,188.5085594,1140.7690929999999
1,0,1,1,0,1,0,4.348554005,173.6392198,815.5887240000001
0,0,0,1,0,1,1,5.494535742,199.16859399999998,3398.8427520151345
1,1,0,1,0,0,0,15.07507898,158.9346044,1279.70353
1,0,0,0,0,1,1,4.235635202,209.3969821,970.6301192
0,0,0,0,0,1,0,4.323297118999999,117.23630890000001,3398.8427520151345
0,0,0,1,0,1,0,5.7927942670000006,129.8816916,1110.224942
2,0,0,1,0,1,1,3.9199188510000003,216.563596,969.0951507999999
1,0,0,1,0,1,0,13.67732529,153.8059386,1427.8112609999998
1,1,1,0,0,1,0,1.8130493019999998,193.422394,571.8948363
1,1,0,0,0,0,0,4.867834205,143.8378726,718.2708269
2,1,1,0,0,1,0,17.76510952,162.5620064,2000.8011510000001
2,1,0,0,0,0,0,19.14395052,141.5055614,1649.813925
0,0,0,0,0,1,1,34.49885764604514,187.7759446,3398.8427520151345
0,1,1,1,0,1,1,3.9786618419999997,258.29023650000005,1790.477112
0,1,1,1,0,0,0,6.452058439,159.52650569999997,1361.469601
2,0,1,1,0,0,1,10.55177398,150.69621519999998,1436.441637
0,1,1,0,1,0,0,13.87202623,159.32568,1702.8701670000003
1,0,1,0,0,1,1,15.98626817,231.51733880000003,3398.8427520151345
2,0,1,0,1,0,0,8.440774133,115.04023190000001,839.5696843000001
2,0,0,1,0,0,1,34.49885764604514,126.85251880000001,878.7758477
1,1,1,0,1,1,1,11.630094,274.47135110000005,1687.1004670000002
0,1,1,1,0,1,0,6.364903166,184.8440209,1352.42705
2,0,1,0,1,0,1,9.119628013,152.80994950000002,1076.0217460000001
1,0,0,0,1,0,0,34.49885764604514,127.6809196,1064.1634490000001
1,1,1,0,0,1,0,11.11793543,195.91409240000002,1505.877788
0,0,1,1,1,1,0,2.9697204580000003,166.40277680000003,1444.44469
1,0,1,1,0,0,0,34.49885764604514,159.31086100000002,916.275075
0,0,0,0,0,0,1,3.664541952,127.3281128,963.6972904999999
0,0,1,1,1,1,1,14.10182904,266.66693480000004,2353.047822
1,0,0,0,0,0,0,13.20294098,112.69303459999999,1038.379263
0,0,1,0,0,0,1,34.49885764604514,152.0822206,1832.163914
0,1,0,0,0,1,1,15.07394119,220.79048909999997,2168.7026079999996
1,1,0,0,0,0,1,20.55140196,181.7675989,2023.901526
0,1,0,0,1,0,1,1.704750644,173.5209696,964.1421938999999
0,1,0,0,1,0,0,11.13625333,140.9894644,1606.733876
0,1,1,1,0,0,0,5.80298375,187.9313113,1163.473611
0,0,1,0,1,0,1,7.948145482999999,167.8841622,1559.056164
1,1,0,1,0,0,0,12.00680335,157.731498,1338.084542
0,0,0,0,1,1,1,20.22190862,200.25367869999997,2643.645671
1,1,0,0,1,1,0,1.9321548080000002,180.97715219999998,552.2795704
2,1,1,1,0,1,1,34.49885764604514,242.7994341,2336.999053
0,0,0,1,0,0,1,5.620998165,138.4016614,1077.685443
1,1,0,0,0,1,0,6.446078991,170.9144358,918.6663118999999
1,0,1,1,0,0,1,7.633753458999999,185.219553,1227.405249
2,1,0,0,1,1,0,6.582224684,149.76452890000002,886.9671382000001
0,0,1,1,0,1,1,2.420904679,221.0469984,1585.087297
0,1,0,0,0,1,1,2.608423368,223.58449339999999,3398.8427520151345
0,1,1,0,0,1,1,9.248419103,242.3267655,1792.5200719999998
1,1,0,0,0,0,1,1.65212658,180.0480453,462.2211376
0,0,1,1,1,1,1,2.0774659890000002,236.01876439999998,1244.139414
1,1,1,0,0,1,1,19.067534100000003,261.817698,2215.644479
0,0,0,1,0,0,0,2.128509994,147.3717882,3398.8427520151345
1,1,0,1,1,0,1,13.466863199999999,206.3044285,1382.061516
2,0,0,1,0,0,0,1.805093539,93.44779327,505.14359019999995
2,0,1,1,0,1,1,5.886237545,213.29827379999998,1391.3302449999999
0,0,1,0,0,1,0,4.3361126389999995,141.0712294,1046.765683
1,0,1,0,0,1,1,5.395610556,230.015981,1122.653549
1,0,1,0,1,1,1,2.9302765689999997,243.0022336,868.2420268
0,1,1,1,0,0,0,5.236569752,162.9665224,3398.8427520151345
0,0,0,0,1,1,0,1.293544106,157.9977896,712.4768186000001
0,0,0,1,0,0,1,1.7647797580000002,138.48298789999998,826.331106
0,1,1,0,0,0,1,15.44589563,183.7345996,1983.9079920000001
0,0,1,0,1,0,0,16.56317089,126.4850014,1881.485804
0,0,1,1,0,1,0,8.939476956,154.0712415,1588.984136
0,0,1,1,0,1,0,5.9717004010000005,152.7830493,1290.155524
1,0,1,0,0,0,0,26.15019146,134.50358980000001,2320.7859120000003
0,1,0,1,0,0,0,17.84057746,140.10479180000002,2373.467756
2,1,0,0,0,0,0,34.49885764604514,112.0200328,1068.577042
0,1,1,0,1,0,1,3.761060516,197.7038851,1151.905186
0,0,0,1,0,1,0,16.39746968,130.4343297,2207.805016
0,1,1,0,1,0,1,11.61284477,197.723954,1839.1626649999998
0,0,0,0,0,1,1,19.12427558,186.585303,2392.010213
1,1,1,0,0,1,0,13.85176145,192.6299043,1584.550026
